train_no,train_name,weekday,weekday_no
12253,YPR-BGP ANGA,Thursday,3
12254,BGP-YPR ANGA,Tuesday,1
12257,YPR-KCVL EXP,Friday,4
12258,KCVL-YPR EXP,Wednesday,2
12259,NDLS DURONTO,Tuesday,1
12260,SDAH DURONTO,Tuesday,1
12261,CSMT-HWH DUR,Thursday,3
12262,HWH-CSMT DUR,Sunday,6
12263,PUNE-NZM DUR,Thursday,3
12264,NZM-PUNE DUR,Thursday,3
12265,DEE-JAT DURO,Saturday,5
12266,JAT-DEE,Saturday,5
12267,ADI DURONTO,Sunday,6
12268,BCT DURONTO,Sunday,6
12269,MAS-NZM DURA,Wednesday,2
12270,NZM-MAS DURA,Friday,4
12273,HWH NDLS DUR,Sunday,6
12274,HWH DURONTO,Tuesday,1
12275,ALD-NDLS-DUR,Wednesday,2
12276,NDLS-ALD-DUR,Thursday,3
12277,HWH-PURI SHA,Wednesday,2
12278,PURI-HWH SHA,Tuesday,1
12279,TAJ EXPRESS,Saturday,5
12280,TAJ EXPRESS,Friday,4
12281,BBS-NDLS DUR,Tuesday,1
12282,NDLS-BBS DUR,Tuesday,1
12283,ERS-NZM DURO,Wednesday,2
12284,NZM-ERS DURO,Tuesday,1
12285,SC-NZM DORON,Friday,4
12286,NZM-SC DURON,Wednesday,2
12289,CSMT-NGP DUR,Thursday,3
12290,NGP-CSMT DUR,Friday,4
12291,YPR-MAS EXP,Monday,0
12292,MAS-YPR EXP,Tuesday,1
12293,LTT-ALD DURA,Sunday,6
12294,ALD-LTT DURA,Saturday,5
12295,SBC-PPTA SAN,Friday,4
12296,PNBE-SBC SAN,Sunday,6
12297,ADI-PUNE DUR,Wednesday,2
12298,PUNE-ADI DOR,Sunday,6
12301,KOLKATA RAJD,Tuesday,1
12302,KOLKATA RAJD,Wednesday,2
12303,POORVA EXPRE,Wednesday,2
12304,POORVA EXPRE,Monday,0
12305,KOLKATA RAJD,Thursday,3
12306,KOLKATA RAJD,Tuesday,1
12307,HWH-JU EXP,Friday,4
12308,JU-HWH SUPFA,Saturday,5
12309,PATNA RAJDHA,Wednesday,2
12310,PATNA RAJDHA,Saturday,5
12311,HWH DLIKLK M,Sunday,6
12312,KLK DLI HWH,Monday,0
12313,SDAH RAJDHAN,Thursday,3
12314,SDAH RAJDHAN,Tuesday,1
12315,ANNANYA  EXP,Thursday,3
12316,ANANYA EXPRE,Tuesday,1
12317,AKAL TAKHT E,Sunday,6
12318,AKAL TAKHAT,Monday,0
12319,KOAA-AGC WEE,Wednesday,2
12320,AGC-KOAA WEE,Monday,0
12321,HWH MUMBAI M,Tuesday,1
12322,KOLKATA MAIL,Friday,4
12323,HWH ANVT BI-,Monday,0
12324,ANVT HWH BI-,Friday,4
12325,KOAA-NANGALD,Wednesday,2
12326,NLDM-KOAA WK,Sunday,6
12327,UPASANA EXPR,Friday,4
12328,UPASANA EXPR,Saturday,5
12329,SAMPARK KRAN,Tuesday,1
12330,SAMPARKRANTI,Sunday,6
12331,HIMGIRI EXPR,Thursday,3
12332,HIMGIRI EXPR,Wednesday,2
12333,VIBHUTI EXPR,Sunday,6
12334,VIBHUTI EXPR,Wednesday,2
12335,BGP-LT(T) EX,Tuesday,1
12336,LTT-BGP EXP,Friday,4
12337,SHANTINIKETA,Sunday,6
12338,SHANTINIKETA,Sunday,6
12339,COALFIELD EX,Wednesday,2
12340,COALFIELD EX,Sunday,6
12341,AGNIVEENA EX,Monday,0
12342,AGNIVEENA EX,Tuesday,1
12343,DARJEELING M,Thursday,3
12344,DARJEELING M,Tuesday,1
12345,SARAIGHAT EX,Tuesday,1
12346,SARAIGHAT EX,Wednesday,2
12347,HWH RPH EXP,Wednesday,2
12348,RPH HWH EXP,Monday,0
12349,BGP NDLS EXP,Monday,0
12350,NDLS BGP  EX,Wednesday,2
12351,DANAPUR EXPR,Thursday,3
12352,DANAPUR EXP,Thursday,3
12353,HWH LKU EXP,Saturday,5
12354,LKU  HWH  EX,Friday,4
12355,ARCHNA EXPRE,Monday,0
12356,ARCHNA EXPRE,Friday,4
12357,DURGIANA EXP,Friday,4
12358,ASR KOAA SUP,Saturday,5
12359,PNBE GARIB R,Tuesday,1
12360,KOL GARIB RA,Friday,4
12361,ASN CSMT EXP,Thursday,3
12362,CSMT- ASANSO,Wednesday,2
12363,KOAA HDB SF,Tuesday,1
12364,HDB KOA SF E,Tuesday,1
12365,PNBE-RNC JAN,Thursday,3
12366,RNC-PNBE JAN,Thursday,3
12367,VIKRAMSHILA,Tuesday,1
12368,VIKRAMSHILA,Saturday,5
12369,KUMBHA EXPRE,Friday,4
12370,HW HWH S F E,Thursday,3
12371,HWH JSM SF E,Wednesday,2
12372,JSM HWH SF E,Wednesday,2
12373,SDAH RPH INT,Tuesday,1
12374,RPH SDAH INT,Friday,4
12375,MAS ASN  EXP,Sunday,6
12376,ASN MAS  EXP,Tuesday,1
12377,PADATIK EXP,Thursday,3
12378,PADATIK EXP,Wednesday,2
12379,JALIANWALA B,Monday,0
12380,JALIANWALA B,Monday,0
12381,POORVA EXPRE,Tuesday,1
12382,POORVA EXPRE,Sunday,6
12383,SDAH-ASN INT,Saturday,5
12384,INTERCITY EX,Tuesday,1
12389,GAYA-CHENNAI,Thursday,3
12390,CHENNAI-EGMO,Friday,4
12391,SHRAMJEEVI E,Saturday,5
12392,SHRAMJEEVI E,Saturday,5
12393,SAMPOORNA KR,Friday,4
12394,SAMPOORNKRAN,Monday,0
12395,ZIYARAT EXPR,Monday,0
12396,ZIYARAT EXPR,Saturday,5
12397,MAHABODHI EX,Thursday,3
12398,MAHABODHI EX,Saturday,5
12401,MAGADH EXPRE,Saturday,5
12402,MAGADH EXPRE,Tuesday,1
12405,GONDWANA EXP,Wednesday,2
12406,NZM BSL EXPR,Monday,0
12407,KARMABHOOMI,Monday,0
12408,KARMABHOOMI,Saturday,5
12409,GONDWANA EXP,Friday,4
12410,GONDWANA EXP,Wednesday,2
12411,CDG-ASR INTE,Tuesday,1
12412,ASR-CDG INTE,Tuesday,1
12413,AII-JAT POOJ,Tuesday,1
12414,JAT-AII POOJ,Sunday,6
12415,IND NZM EXPR,Sunday,6
12416,INTERCITY  E,Wednesday,2
12417,PRAYAG RAJ E,Friday,4
12418,PRAYAG RAJ E,Wednesday,2
12419,GOMTI EXP,Wednesday,2
12420,GOMTI EXPRES,Wednesday,2
12421,NED-ASR SUPE,Saturday,5
12422,ASR-NED SUPE,Sunday,6
12423,DBRT-NDLS RA,Saturday,5
12424,NDLS-DBRT RA,Thursday,3
12425,NDLS-JAT RAJ,Thursday,3
12426,JAT-NDLS RAJ,Thursday,3
12427,REWA-ANVT EX,Friday,4
12428,ANVT-REWA EX,Wednesday,2
12431,TVC-NZM RAJD,Wednesday,2
12432,NZM-TVC RAJD,Tuesday,1
12433,MAS-NZM RAJD,Tuesday,1
12434,NZM-MAS RAJD,Friday,4
12435,DBRT - NDLS,Tuesday,1
12436,NDLS - DBRT,Tuesday,1
12437,RAJDHANI EXP,Saturday,5
12438,NZM SC RAJDH,Monday,0
12439,RNC NDLS RAJ,Thursday,3
12440,NDLS RNC RAJ,Thursday,3
12441,BSP-NDLS,Tuesday,1
12442,NDLS-BSP,Tuesday,1
12443,HLZ-ANVT EXP,Tuesday,1
12444,ANVT-HLZ EXP,Friday,4
12445,UTTAR SMPRK,Tuesday,1
12446,UTTAR SMPRK,Tuesday,1
12447,U S KRANTI E,Tuesday,1
12448,U P S KRANTI,Tuesday,1
12449,GOA SMPRK K,Sunday,6
12450,GOA SMPRK KR,Monday,0
12451,SHRAM SHKTI,Wednesday,2
12452,SHRAM SHKTI,Saturday,5
12453,RNC-NDLS,Saturday,5
12454,NDLS-RNC,Tuesday,1
12455,DEE- BKN EXP,Thursday,3
12456,BKN-DEE  EXP,Tuesday,1
12457,DEE BKN  S F,Saturday,5
12458,BKN DEE S F,Tuesday,1
12459,ASR-NDLS EXP,Tuesday,1
12460,ASR-NDLS EXP,Sunday,6
12461,MANDOR EXPRE,Wednesday,2
12462,MANDOR EXPRE,Wednesday,2
12463,RAJSTHN S KR,Thursday,3
12464,RJSTHN S KRN,Wednesday,2
12465,RANTHAMBORE,Thursday,3
12466,INTERCITY EX,Tuesday,1
12467,LEELAN EXP,Friday,4
12468,LEELAN EXP,Monday,0
12469,CNB-JAT EXPR,Friday,4
12470,JAT-CNB EXPR,Wednesday,2
12471,SWARAJ EXPRE,Wednesday,2
12472,SWARAJ EXPRE,Friday,4
12473,SARVODAYA EX,Wednesday,2
12474,SARVODAYA EX,Friday,4
12475,HAPA JAT EXP,Saturday,5
12476,SARVODAYA EX,Friday,4
12477,JAM SVDK EXP,Sunday,6
12478,SVDK- JAMNAG,Saturday,5
12479,SURYA NAGRI,Sunday,6
12480,SURYANAGARI,Saturday,5
12481,INTERCITY EX,Monday,0
12482,INTERCITY EX,Wednesday,2
12483,KCVL EXPRESS,Thursday,3
12484,KCVL EXPRESS,Monday,0
12485,NED SGNR EXP,Friday,4
12486,SGNR NED EXP,Tuesday,1
12487,JBN-ANVT SUP,Wednesday,2
12488,ANVT-JBNSUPE,Sunday,6
12489,BKN DDR SF E,Saturday,5
12490,DDR BIKANER,Monday,0
12491,MOURDHWAJ EX,Wednesday,2
12492,MOURDHAJ EXP,Wednesday,2
12493,PUNE-NZM AC,Wednesday,2
12494,NZM-PUNE AC,Thursday,3
12495,BKN KOAA SUP,Friday,4
12496,PRATAP EXPRE,Wednesday,2
12497,SHANE PUNJAB,Thursday,3
12498,SHANE PUNJAB,Thursday,3
12501,POORVATTAR S,Friday,4
12502,POORVATTAR S,Monday,0
12503,BNC - KYQ HU,Tuesday,1
12504,KYQ - BNC HU,Sunday,6
12505,NORTHEAST EX,Thursday,3
12506,NORTHEAST EX,Monday,0
12507,TVC - SCL EX,Tuesday,1
12508,SCL - TVC EX,Sunday,6
12509,SBC -GHY EXP,Thursday,3
12510,GHY-SBC EXP,Friday,4
12511,RAPTISAGAR E,Monday,0
12512,RAPTISAGAR E,Tuesday,1
12513,SC - GHY EXP,Wednesday,2
12514,GHY - SC EXP,Sunday,6
12515,TVC - SCL EX,Friday,4
12516,SCL -TVC EXP,Thursday,3
12517,GARIB RATH E,Saturday,5
12518,GARIB RATH E,Sunday,6
12519,LTT-KYQ AC E,Sunday,6
12520,KYQ-LTT AC E,Sunday,6
12521,RAPTI SAGAR,Friday,4
12522,RAPTI SAGAR,Wednesday,2
12523,NJP-NDLS BI-,Sunday,6
12524,NDLS-NJP BI-,Monday,0
12525,KOAA - DBRG,Tuesday,1
12526,DBRG - KOAA,Monday,0
12527,RMR-CDG - WE,Thursday,3
12529,PPTA LJN S F,Thursday,3
12530,LJN PPTA S F,Saturday,5
12531,INTERCITY EX,Sunday,6
12532,LJN- GKP INT,Saturday,5
12533,PUSHPAK SF E,Thursday,3
12534,PUSHPAK SF E,Monday,0
12535,GARIB RATH,Friday,4
12536,GARIB RATH,Sunday,6
12537,MANDUADIH EX,Tuesday,1
12538,MUV MFP EXPR,Friday,4
12539,YPR-LKO EXPR,Saturday,5
12540,LKO-YPR EXPR,Wednesday,2
12541,GKP-LTT-SUPE,Thursday,3
12542,LTT-GKP-SUPE,Saturday,5
12545,KARMBHOOMI E,Thursday,3
12546,KARMBHOOMI E,Thursday,3
12547,AF-ADI SUPER,Friday,4
12548,ADI-AF SUPER,Sunday,6
12549,DURG - JAT S,Friday,4
12550,JAT - DURG S,Friday,4
12551,YPR - KYQ AC,Friday,4
12552,KYQ - YPR AC,Tuesday,1
12553,VAISHALI EXP,Monday,0
12554,VAISHALI EXP,Saturday,5
12555,GORAKHDHAM E,Friday,4
12556,GORAKHDHAM E,Monday,0
12557,SAPT KRANTI,Saturday,5
12558,SAPT KRANTI,Sunday,6
12559,SHIV GANGA E,Wednesday,2
12560,SHIVGANGA,Thursday,3
12561,SWATANTRTA S,Friday,4
12562,SWATANTRTA S,Saturday,5
12565,BIHAR SAMPAR,Tuesday,1
12566,BIHAR SAMPAR,Sunday,6
12567,SHC-PNBE RAJ,Sunday,6
12568,PNBE-SHC RAJ,Wednesday,2
12569,JYG -ANVT GA,Tuesday,1
12570,ANVT-JYG GAR,Sunday,6
12572,ANVT-GKP HAM,Sunday,6
12577,BAGMATI EXP,Thursday,3
12578,BAGMATI  EXP,Thursday,3
12581,MUV-NDLS-SUP,Thursday,3
12582,NDLS-MUV-SUP,Tuesday,1
12587,AMAR NATH EX,Saturday,5
12588,JAMMU GKP EX,Wednesday,2
12589,GKP-SC EXP,Monday,0
12590,SC-GKP EXP,Monday,0
12591,GKP-SBC EXP,Saturday,5
12592,SBC-GKP EXP,Tuesday,1
12593,LJN-BPL-EXP,Friday,4
12594,BPL-LJN-EXP,Tuesday,1
12595,GKP-ANVT HAM,Wednesday,2
12596,ANVT-GKP HAM,Friday,4
12597,GKP-CSMT-WEE,Saturday,5
12598,CSMT-GKP -WE,Friday,4
12601,MANGALORE MA,Thursday,3
12602,CHENNAI MAIL,Sunday,6
12603,HYDERABAD EX,Monday,0
12604,CHENNAI EXP,Wednesday,2
12605,MS-KKDI PALL,Monday,0
12606,KKDI-MS PALL,Friday,4
12607,MAS-SBC LALB,Sunday,6
12608,SBC-MAS LALB,Friday,4
12609,MAS-SBC EXP,Thursday,3
12610,SBC-MAS EXP,Tuesday,1
12611,MAS-NZM GARI,Tuesday,1
12612,NZM-MAS GARI,Tuesday,1
12613,TIPU EXPRESS,Monday,0
12614,TIPPU EXP,Wednesday,2
12615,MAS-NDLS GRA,Monday,0
12616,G T EXPRESS,Monday,0
12617,MANGALA LDWE,Wednesday,2
12618,MNGLA LKSDP,Monday,0
12619,MATSYAGANDHA,Saturday,5
12620,MATSYAGANDA,Sunday,6
12621,MAS-NDLS TAM,Saturday,5
12622,NDLS-MAS TAM,Friday,4
12623,TRIVANDRUM M,Saturday,5
12624,CHENNAI MAIL,Sunday,6
12625,KERALA EXPRE,Friday,4
12626,NDLS-TVC KER,Thursday,3
12627,SBC-NDLS KAR,Sunday,6
12628,NDLS-SBC KAR,Saturday,5
12629,SAMPARKRANTH,Monday,0
12630,SAMPARKRANTH,Thursday,3
12631,MS-TEN NELLA,Friday,4
12632,TEN-MS NELLA,Wednesday,2
12633,MS-CAPE EXP.,Tuesday,1
12634,CAPE-MS EXP.,Monday,0
12635,MS-MDU VAIGA,Wednesday,2
12636,MDU-MS VAIGA,Saturday,5
12637,PANDIAN EXP,Wednesday,2
12638,MDU-MS PANDI,Monday,0
12639,MAS-SBC BRIN,Wednesday,2
12640,SBC-MAS BRIN,Monday,0
12641,CAPE- NZM TI,Tuesday,1
12642,NZM-CAPE THI,Thursday,3
12643,NIZAMUDDIN E,Wednesday,2
12644,SWARNA JAYAN,Tuesday,1
12645,ERS-NZM MILL,Wednesday,2
12646,ERS-NZM  MIL,Friday,4
12647,KONGU EXPRES,Sunday,6
12648,KONGU EXPRES,Friday,4
12649,SAMPARKAKRAN,Monday,0
12650,SAMPARKAKRAN,Wednesday,2
12651,MDU-NZM  EXP,Thursday,3
12652,NZM-MDU EXP.,Thursday,3
12653,ROCKFORT EXP,Sunday,6
12654,ROCKFORT EXP,Thursday,3
12655,NAVAJEEVAN E,Thursday,3
12656,NAVAJEEVAN E,Sunday,6
12657,MAS-SBC MAIL,Friday,4
12658,SBC-MAS MAIL,Sunday,6
12659,NCJ-SHM GURU,Sunday,6
12660,SHM-NCJ GURU,Friday,4
12661,MS-SCT POTHI,Wednesday,2
12662,SCT-MS POTHI,Sunday,6
12663,HWH-TPJ EXPR,Friday,4
12664,TPJ-HWH EXP,Wednesday,2
12665,HWH-CAPE EXP,Wednesday,2
12666,CAPE HWH EXP,Monday,0
12667,MS-NCJ EXP.,Sunday,6
12668,NCJ-MS EXP.,Monday,0
12669,MAS-CPR GANG,Friday,4
12670,CPR-MAS GANG,Tuesday,1
12671,MAS-MTP NILA,Friday,4
12672,MTP-MAS NILA,Tuesday,1
12673,MAS-CBE CHER,Thursday,3
12674,CBE-MAS CHER,Tuesday,1
12675,MAS-CBE KOVA,Tuesday,1
12676,CBE-MAS KOVA,Tuesday,1
12677,SBC-ERS INTE,Friday,4
12678,ERS-SBC INTE,Saturday,5
12679,MAS-CBE INTE,Wednesday,2
12680,CBE-MAS INTE,Tuesday,1
12681,MAS CBE EXP,Thursday,3
12682,CHENNAI EXP,Wednesday,2
12683,ERS-SBC EXP,Friday,4
12684,SBC-ERS EXP,Thursday,3
12685,MAS-MAQ EXP.,Sunday,6
12686,MAQ-MAS EXP.,Tuesday,1
12687,MDU-DDN/CDG,Wednesday,2
12688,DDN/CDG-MAS,Friday,4
12689,MAS-NCJ EXP.,Friday,4
12690,NCJ-MAS EXP,Tuesday,1
12691,MAS-SSPN EXP,Friday,4
12692,MAS-SSPN EXP,Monday,0
12693,MS-TN PEARL,Tuesday,1
12694,TN-MS PEARL,Saturday,5
12695,MAS - TVC SU,Wednesday,2
12696,TVC - MAS SU,Tuesday,1
12697,MAS-TVC EXP.,Wednesday,2
12698,TVC-MAS EXP,Tuesday,1
12701,CSMT-HYB HUS,Saturday,5
12702,HYB-CSMT HUS,Wednesday,2
12703,HWH-SC FALAK,Saturday,5
12704,SC-HWH FALAK,Saturday,5
12705,GNT-SC INTER,Thursday,3
12706,SC-GNT INTER,Sunday,6
12707,TPTY-NZM AP,Friday,4
12708,AP SAMPARK K,Sunday,6
12709,GDR-SC SIMHA,Thursday,3
12710,SC-GDR SIMHA,Tuesday,1
12711,BZA-MAS PINA,Friday,4
12712,MAS-BZA PINA,Monday,0
12713,BZA-SC SATAV,Saturday,5
12714,SC-BZA SATAV,Wednesday,2
12715,NED-ASR SACH,Friday,4
12716,ASR-NED SACH,Saturday,5
12717,VSKP-BZA RAT,Tuesday,1
12718,BZA-VSKP  RA,Monday,0
12719,AII-HYB  EXP,Monday,0
12720,HYB-AII EXP,Saturday,5
12721,HYB-NZM DAKS,Tuesday,1
12722,NZM-HYB DAKS,Monday,0
12723,TELANGANA EX,Sunday,6
12724,TELANGANA EX,Monday,0
12725,SIDHAGANAGA,Wednesday,2
12726,SIDHAGANGA I,Thursday,3
12727,VSKP-HYB GOD,Tuesday,1
12728,HYB-VSKP GOD,Saturday,5
12729,PUNE-NED EXP,Sunday,6
12730,NED-PUNE EXP,Sunday,6
12731,TPTY-SC EXP,Wednesday,2
12732,SC-TPTY EXP,Thursday,3
12733,TPTY-SC NARA,Thursday,3
12734,SC-TPTY NARA,Tuesday,1
12735,SC-YPR GARIB,Tuesday,1
12736,YPR-SC GARIB,Monday,0
12737,COA-SC GOWTA,Saturday,5
12738,SC-COA GOWTA,Sunday,6
12739,VSKP-SC GARI,Monday,0
12740,SC-VSKP GARI,Sunday,6
12741,VSG-PNBE EXP,Friday,4
12742,PNBE-VSG EXP,Tuesday,1
12747,GNT-VKB PALA,Saturday,5
12748,VKB-GNT PALA,Monday,0
12749,MTM EXP,Sunday,6
12750,MACHILIPATNA,Monday,0
12757,SC-SKZR EXP,Sunday,6
12758,SKZR-SC  EXP,Saturday,5
12759,MAS-HYB CHAR,Sunday,6
12760,HYB-MAS CHAR,Monday,0
12761,TPTY-KRMR  E,Saturday,5
12762,KRMR-TPTY EX,Monday,0
12763,TPTY-SC PADM,Friday,4
12764,SC-TPTY PADM,Tuesday,1
12765,TPTY-AMI EXP,Friday,4
12766,AMI-TPTY EXP,Monday,0
12767,NED-SRC EXP,Sunday,6
12768,SRC-NED  EXP,Saturday,5
12769,TPTY-SC  SEV,Sunday,6
12770,SC-TPTY  SEV,Sunday,6
12771,SC-NGP  EXP,Friday,4
12772,NGP-SC EXP,Saturday,5
12773,SHM-SC AC EX,Tuesday,1
12774,SC-SHM AC  E,Sunday,6
12775,CCT-SC COCAN,Tuesday,1
12776,SC-CCT COCAN,Sunday,6
12777,UBL-KCVL EXP,Tuesday,1
12778,KCVL- UBL EX,Thursday,3
12779,GOA EXPRESS,Friday,4
12780,GOA EXPRESS,Saturday,5
12781,SWARNA JAYAN,Thursday,3
12782,SWARNA JAYAN,Wednesday,2
12783,VSKP-SC SUF,Tuesday,1
12784,SC-VSKP AC W,Thursday,3
12785,KCG-SBC EXP,Saturday,5
12786,SBC-KCG EXP,Friday,4
12791,SC-DNR EXP,Sunday,6
12792,DNR-SC EXP,Friday,4
12795,BZA-SC SUP E,Tuesday,1
12796,SC-BZA SUP E,Thursday,3
12797,KCG-CTO VENK,Monday,0
12798,CTO-KCG VENK,Thursday,3
12801,PURI-NDLS PU,Monday,0
12802,NDLS-PURI PU,Sunday,6
12803,VSKP-NZM SWA,Friday,4
12804,VSKP SWRN J,Tuesday,1
12805,VSKP-SC JANM,Wednesday,2
12806,SC-VSKP JANM,Wednesday,2
12807,VSKP-NZM SAM,Thursday,3
12808,NZM-VSKP SAM,Tuesday,1
12809,CSMT HWH MAI,Friday,4
12810,HWH CSMT MAI,Tuesday,1
12811,LTT HTE EXPR,Sunday,6
12812,HTE LTT EXPR,Saturday,5
12813,HWH-TATA STE,Sunday,6
12814,TATA-HWH STE,Wednesday,2
12815,NANDAN KANAN,Sunday,6
12816,NANDAN KANAN,Wednesday,2
12817,HTE ANVT EXP,Friday,4
12818,ANVT HTE EXP,Thursday,3
12819,BBS-NDLS SAM,Monday,0
12820,ANVT-BBS SAM,Monday,0
12821,HWH-BBS-PURI,Wednesday,2
12822,PURI-BBS-HWH,Tuesday,1
12823,DURG-NZM CG,Monday,0
12824,NZM-DURG CG,Thursday,3
12825,RNC NDLS SAM,Tuesday,1
12826,NDLS RNC SAM,Thursday,3
12827,HWH PRR EXPR,Wednesday,2
12828,PRR HWH EXPR,Wednesday,2
12829,CEN-BBS WEEK,Saturday,5
12830,BBS-CEN WEEK,Monday,0
12831,BKSC-BBS GAR,Friday,4
12832,BBS-BKSC GAR,Sunday,6
12833,ADI -HOWRAH,Thursday,3
12834,HOWRAH-AHMED,Sunday,6
12835,HTE-YPR  BI-,Monday,0
12836,YPR-HTE BI-W,Saturday,5
12837,HOWRAH-PURI,Saturday,5
12838,PURI-HWH EXP,Tuesday,1
12839,HWH-MAS MAIL,Monday,0
12840,MAS-HWH MAIL,Saturday,5
12841,HOWRAH-CHENN,Tuesday,1
12842,COROMANDEL E,Wednesday,2
12843,PUI-ADI S/F,Sunday,6
12844,ADI-PURI S/F,Sunday,6
12845,BBS-YPR S/FA,Saturday,5
12846,BHUBANESHWAR,Friday,4
12847,HWH-DGHA SUP,Friday,4
12848,DGHA-HWH SUP,Friday,4
12849,BSP - PUNE S,Thursday,3
12850,PUNE - BSP S,Thursday,3
12851,BSP - MAS SF,Tuesday,1
12852,MAS - BSP SF,Friday,4
12853,DURG-BPL AMA,Wednesday,2
12854,BPL-DURG AMA,Tuesday,1
12855,BSP - NGP IN,Sunday,6
12856,NGP - BSP IN,Tuesday,1
12857,TAMRALIPTA,Saturday,5
12858,TAMRALIPTA,Monday,0
12859,HWH-CSMT,Wednesday,2
12860,HWH-CSMT GEE,Sunday,6
12861,VSKP-KZJ LIN,Friday,4
12862,KZJ-VSKP LIN,Thursday,3
12863,HOWRAH YESVA,Friday,4
12864,YPR HOWRAH E,Friday,4
12865,HWH-PRR LALM,Monday,0
12866,PRR-HWH LALM,Sunday,6
12867,HWH-PDY WEEK,Sunday,6
12868,PDY-HWH WKY,Wednesday,2
12869,CSMT-HWH WEE,Monday,0
12870,HWH-CSTM WEE,Saturday,5
12871,HWH-TIG ISPA,Tuesday,1
12872,TIG-HWH ISPA,Saturday,5
12873,HTE-ANVT EXP,Friday,4
12874,ANVT HTE  EX,Saturday,5
12875,PURI-NDLS NE,Sunday,6
12876,NDLS-PURI NE,Tuesday,1
12877,RNC-NDLS GBR,Monday,0
12878,NDLS RNC GBR,Wednesday,2
12879,LTT-BBS BI-W,Tuesday,1
12880,BBS-LTT BI-W,Wednesday,2
12881,HWH-PURI GAR,Friday,4
12882,PURI-HWH GAR,Sunday,6
12883,SRC PURULIA,Friday,4
12884,PURULIA HWH,Sunday,6
12885,SHM-BJE  ARA,Monday,0
12886,BJE-SHM ARAN,Friday,4
12887,HWH-PURI S/F,Friday,4
12888,PURI-HWH S/F,Sunday,6
12889,TATA YPR EXP,Tuesday,1
12890,YPR TATA EXP,Wednesday,2
12891,BGY BBS EXPR,Friday,4
12892,BBS BGY EXPR,Sunday,6
12893,BBS-BLGR S/F,Sunday,6
12894,BLGR-BBS S/F,Saturday,5
12895,HWH-PURI WEE,Saturday,5
12896,PURI-HWH WEE,Thursday,3
12897,PDY-BBS WEEK,Tuesday,1
12898,BBS-PDY S/F,Saturday,5
12901,GUJARAT MAIL,Monday,0
12902,GUJARAT MAIL,Tuesday,1
12903,GOLDENTEMPLE,Friday,4
12904,GOLDN TEMPLE,Thursday,3
12905,PBR HOWRAH E,Saturday,5
12906,HWH PBR  OKH,Monday,0
12907,BDTS SMPRK K,Wednesday,2
12908,MHRST SMPRK,Wednesday,2
12909,NZM GARIB RA,Wednesday,2
12910,BDTS GARIB R,Sunday,6
12911,BL HARIDWAR,Monday,0
12912,HW BL SUP EX,Sunday,6
12913,TRISHATABDI,Tuesday,1
12914,TRISHATABDI,Monday,0
12915,ASHRAM EXPRE,Wednesday,2
12916,ASHRAM EXPRE,Friday,4
12917,GUJARAT SMPR,Monday,0
12918,GUJRAT S KRA,Tuesday,1
12919,MALWA EXPRES,Sunday,6
12920,MALWA EXPRES,Tuesday,1
12921,FLYING RANEE,Thursday,3
12922,FLYING RANEE,Tuesday,1
12923,INDB NAGPUR,Monday,0
12924,NGP INDORE E,Monday,0
12925,PASCHIM EXPR,Tuesday,1
12926,PASCHIM EXPR,Friday,4
12927,VADODARA EXP,Saturday,5
12928,VADODARA EXP,Monday,0
12929,BL-DHD INTER,Saturday,5
12930,DHD - BL  IN,Saturday,5
12931,ADI DOUBLE D,Friday,4
12932,BCT DOUBLEDE,Tuesday,1
12933,KARNAVATI EX,Friday,4
12934,KARNAVATI EX,Saturday,5
12935,BDTS SURAT E,Tuesday,1
12936,SURAT BDTS E,Tuesday,1
12937,GARBHA EXPRE,Saturday,5
12938,GARBHA EXPRE,Saturday,5
12939,PUNE JAIPUR,Wednesday,2
12940,JP PUNE SF E,Thursday,3
12941,BVC ASANSOL,Friday,4
12942,PARASNATH EX,Friday,4
12943,UDYOGKARMI E,Sunday,6
12944,UDHYOGKARMI,Friday,4
12946,SURAT EXPRES,Friday,4
12947,AZIMABAD EXP,Friday,4
12948,AZIMABAD EXP,Saturday,5
12949,KAVIGURU EXP,Thursday,3
12950,PBR KAVIGURU,Monday,0
12951,MUMBAI RAJDH,Monday,0
12952,MUMBAI RAJDH,Sunday,6
12953,AUG KR RAJ E,Monday,0
12954,AG KRANTI RJ,Friday,4
12955,BCT JP SF EX,Monday,0
12956,JP BCT SUPFA,Friday,4
12957,SWARNA J RAJ,Friday,4
12958,ADI SJ RAJDH,Thursday,3
12959,DADAR BHUJ E,Sunday,6
12960,BHUJ DADAR E,Saturday,5
12961,AVANTIKA EXP,Thursday,3
12962,INDB - BCT A,Thursday,3
12963,MEWAR EXPRES,Friday,4
12964,MEWAR EXPRES,Friday,4
12967,JAIPUR EXP,Monday,0
12968,JP CHENNAI E,Friday,4
12969,CBE JAIPUR E,Tuesday,1
12970,JP CBE SF EX,Thursday,3
12971,BHAVNAGAR EX,Tuesday,1
12972,BVC BDTS EXP,Friday,4
12973,INDB JP SF E,Wednesday,2
12974,JP INDB SF E,Sunday,6
12975,MYS JP SF EX,Thursday,3
12976,JP MYS SF EX,Monday,0
12977,MARU SAGAR E,Saturday,5
12978,MARU SAGAR E,Monday,0
12979,BDTS JP SF E,Sunday,6
12980,JP BDTS  SF,Thursday,3
12981,CHETAK EXP,Sunday,6
12982,CHETAK EXP,Wednesday,2
12983,AII CDG G RA,Friday,4
